3	12.0	1.4	2.3	1.5	84.7	89.3	5.6	63	302	3.2	90.7	0.3	7.8
1	11.7	1.5	2.0	1.0	83.6	90.1	5.8	60	331	3.2	90.8	0.5	8.4
3	12.1	1.7	2.1	1.2	83.1	87.2	5.9	57	309	3.6	93.0	0.5	8.5
1	11.8	1.7	1.8	1.5	82.1	90.6	5.8	62	309	3.2	89.0	0.5	7.7
3	13.4	1.7	1.8	1.5	84.7	89.8	5.7	63	318	3.5	89.7	0.5	8.0
3	13.1	1.5	2.4	1.3	84.3	87.4	5.6	60	345	3.4	90.5	0.5	7.5
1	12.8	1.8	2.3	1.3	80.2	90.9	5.6	61	333	3.5	92.7	0.2	8.1
1	13.2	1.5	2.2	1.2	80.1	91.1	6.0	55	332	3.7	89.3	0.6	8.1
3	13.1	1.6	2.0	1.1	81.9	87.3	5.9	59	322	3.3	89.0	0.3	7.7
2	11.9	1.8	1.9	1.2	84.1	88.2	6.0	59	327	3.6	89.2	0.5	8.1
1	13.3	1.7	1.9	1.3	84.9	90.6	5.5	64	331	3.3	89.4	0.2	7.7
2	12.6	1.8	2.0	1.4	80.8	90.4	5.8	58	349	3.3	89.2	0.2	7.7
2	13.1	1.7	2.1	1.4	83.0	87.8	6.0	60	306	3.8	90.9	0.4	8.2
2	13.3	1.7	2.2	1.4	81.9	87.9	5.5	61	328	3.1	91.3	0.2	7.8
1	12.1	1.4	2.2	1.0	84.8	88.7	5.4	63	307	3.1	90.1	0.6	8.1
2	11.7	1.6	2.0	1.2	84.2	89.2	5.8	55	300	3.6	90.6	0.3	7.9
1	12.0	1.5	2.4	1.0	84.2	89.8	5.7	60	302	3.1	89.4	0.5	8.5
2	12.4	1.5	2.2	1.3	82.3	88.7	5.9	61	323	3.7	90.3	0.2	7.6
3	13.1	1.9	2.1	1.2	82.1	89.1	5.5	57	322	3.3	91.1	0.6	8.0
3	13.2	1.6	2.2	1.4	81.4	90.4	5.9	62	307	3.7	91.9	0.4	8.2
1	11.5	1.8	2.1	1.2	80.3	87.2	5.5	59	346	3.6	89.0	0.3	7.9
3	12.5	1.7	1.9	1.1	84.3	88.1	5.5	63	336	3.5	90.9	0.5	8.5
3	12.3	1.8	2.0	1.1	84.1	90.2	5.5	59	302	3.8	90.2	0.5	8.2
2	11.9	1.7	2.3	1.4	85.0	91.0	5.9	63	332	3.3	92.4	0.6	8.2
1	11.7	1.7	1.8	1.3	85.0	89.3	5.8	64	327	3.8	91.9	0.5	8.3
2	12.2	1.6	1.9	1.1	82.8	89.4	5.7	58	346	3.1	91.4	0.4	8.5
2	13.4	1.5	1.8	1.0	83.8	87.5	5.6	63	307	3.4	90.1	0.6	8.4
2	12.1	1.8	1.8	1.4	84.7	89.0	5.9	59	333	3.2	92.6	0.4	8.2
2	12.5	1.5	2.3	1.0	84.2	89.4	5.6	64	334	3.4	89.2	0.6	8.2
2	12.9	1.4	2.2	1.4	81.2	88.1	5.9	63	331	3.1	89.4	0.3	7.6
2	12.2	1.7	2.1	1.4	82.3	88.2	5.7	57	323	3.7	90.6	0.5	7.6
2	13.4	1.5	1.9	1.0	80.6	88.7	5.6	58	313	3.7	89.5	0.5	8.1
1	13.4	1.9	2.1	1.0	84.8	87.1	5.7	63	331	3.8	92.8	0.6	7.5
3	12.0	1.9	2.1	1.5	83.0	88.4	5.6	64	345	3.1	92.2	0.4	8.0
2	12.5	1.9	1.9	1.2	81.1	88.0	5.8	60	342	3.5	90.0	0.3	7.7
2	12.1	1.6	2.1	1.2	83.4	88.5	5.7	56	315	3.4	91.4	0.4	7.8
2	12.1	1.4	2.0	1.4	83.1	87.5	5.5	61	303	3.3	92.9	0.5	8.3
2	11.6	1.9	2.2	1.5	81.8	91.0	5.9	56	336	3.3	92.5	0.3	8.4
2	12.7	1.6	2.2	1.5	80.6	89.7	5.6	56	320	3.3	91.4	0.3	7.6
2	12.5	1.9	1.8	1.4	83.4	90.1	5.7	55	313	3.6	92.6	0.5	8.0
3	11.6	1.9	2.0	1.2	82.6	90.6	5.9	57	330	3.5	93.0	0.3	8.4
3	12.1	1.8	2.2	1.0	83.9	89.2	5.8	60	347	3.4	92.0	0.2	7.6
2	13.3	1.5	2.1	1.4	82.6	87.4	5.5	62	317	3.1	89.3	0.5	8.3
3	12.0	1.6	2.3	1.3	84.3	89.4	6.0	63	306	3.1	90.6	0.3	7.9
1	11.8	1.8	2.2	1.2	82.8	89.6	5.8	61	309	3.0	92.4	0.3	7.8
2	12.5	1.6	1.9	1.5	82.8	90.4	5.6	58	306	3.8	89.9	0.4	8.5
1	13.5	1.5	1.8	1.1	84.4	88.9	5.5	60	332	3.0	92.3	0.6	7.7
1	12.0	1.7	2.2	1.2	82.0	87.6	5.9	59	322	3.1	89.5	0.6	8.2
2	12.8	1.9	1.8	1.0	80.7	88.3	5.8	62	320	3.3	89.2	0.3	8.3
3	13.0	1.7	2.2	1.2	80.1	88.6	5.7	55	318	3.6	90.5	0.2	7.5
1	12.0	1.7	2.4	1.0	83.8	89.9	5.9	55	347	3.8	89.1	0.3	8.2
2	13.0	1.4	2.1	1.1	83.1	89.6	5.9	60	318	3.6	92.8	0.4	8.5
1	12.2	1.7	2.0	1.1	83.5	88.6	5.5	64	335	3.6	92.3	0.3	7.6
1	12.8	1.9	2.2	1.3	81.1	91.4	5.6	56	328	3.4	92.2	0.4	8.4
1	12.8	1.5	2.1	1.4	80.7	89.7	5.5	59	317	3.1	91.5	0.4	8.1
1	12.6	1.7	2.1	1.3	80.1	88.1	5.8	55	301	3.8	89.9	0.6	8.1
3	11.7	1.8	2.4	1.5	81.8	87.5	5.4	61	300	3.6	91.1	0.3	8.1
1	13.2	1.8	2.0	1.2	82.9	87.7	5.7	55	346	3.5	91.4	0.5	7.8
1	12.1	1.7	2.4	1.1	82.0	88.1	5.9	58	304	3.6	91.1	0.3	8.4
1	11.9	1.8	2.3	1.4	82.2	87.7	5.9	63	319	3.6	90.0	0.5	8.4
3	11.6	1.6	1.9	1.1	84.5	87.8	5.6	55	310	3.5	91.1	0.6	8.1
1	12.7	1.5	1.8	1.5	81.7	88.3	5.9	58	341	3.8	91.0	0.5	8.3
1	12.9	1.8	1.9	1.0	82.6	87.8	5.5	60	301	3.7	93.0	0.4	8.1
